AvailabilityZone,BilledCost,BillingAccountId,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargePeriodEnd,ChargePeriodStart,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,x_ConsumptionModelId,x_CostType,x_Credits,x_CurrencyConversionRate,x_ExportTime,x_Labels,x_Location,x_Project,x_ProjectLabels,x_ServiceId,x_SubscriptionInstanceId,x_SystemLabels,x_Tags
,138.78,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-10 00:00:00,2026-05-09 00:00:00,563.770,hour,138.78,0.246164,138.78,180.25,0.319723,Standard,USD,0.246164,138.78,0.319723,563.770,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//cloudsql.googleapis.com/projects/acme-payments-prod/locations/asia-southeast1/instances/instance-0218,instance-0218,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""risk-engine""}]",asia-southeast1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,103.91,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-10 00:00:00,2026-05-09 00:00:00,342.570,tebibyte,103.91,0.303325,103.91,129.27,0.377354,Standard,USD,0.303325,103.91,0.377354,342.570,tebibyte,Google Cloud,Google Cloud,us-central1,Iowa,//bigquery.googleapis.com/projects/acme-data-prod/locations/us-central1/datasets/dataset-0295,dataset-0295,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""event-bus""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,72.56,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-10 00:00:00,2026-05-09 00:00:00,627.740,tebibyte,72.56,0.115589,72.56,83.82,0.133527,Standard,USD,0.115589,72.56,0.133527,627.740,tebibyte,Google Cloud,Google Cloud,europe-west4,Netherlands,//bigquery.googleapis.com/projects/acme-sandbox/locations/europe-west4/datasets/dataset-0257,dataset-0257,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-10 00:00:00,2026-05-09 00:00:00,22.920,hour,27.04,1.179756,27.04,43.61,1.902705,Committed,USD,1.179756,27.04,1.902705,22.920,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-platform-prod/zones/us-central1-a/instances/instance-0906,instance-0906,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-platform-prod,Acme Platform Production,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-16.57}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,26.29,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-10 00:00:00,2026-05-09 00:00:00,827622.540,hour,26.29,0.000032,26.29,0.00,0.000000,Standard,USD,0.000032,26.29,0.000000,827622.540,hour,Google Cloud,"Confluent, Inc.",europe-west1,Belgium,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-platform-prod/locations/europe-west1/clusters/cluster-0507,cluster-0507,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""ledger""}]",europe-west1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,120.29,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-11 00:00:00,2026-05-10 00:00:00,358.760,hour,120.29,0.335294,120.29,137.44,0.383097,Standard,USD,0.335294,120.29,0.383097,358.760,hour,Google Cloud,Google Cloud,europe-west1,Belgium,//cloudsql.googleapis.com/projects/acme-platform-prod/locations/europe-west1/instances/instance-0169,instance-0169,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,78.14,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-11 00:00:00,2026-05-10 00:00:00,283.390,tebibyte,78.14,0.275733,78.14,93.17,0.328770,Standard,USD,0.275733,78.14,0.328770,283.390,tebibyte,Google Cloud,Google Cloud,asia-southeast1,Singapore,//bigquery.googleapis.com/projects/acme-sandbox/locations/asia-southeast1/datasets/dataset-0110,dataset-0110,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",asia-southeast1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,119.01,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-11 00:00:00,2026-05-10 00:00:00,55.970,second,119.01,2.126318,119.01,160.46,2.866893,Standard,USD,2.126318,119.01,2.866893,55.970,second,Google Cloud,Google Cloud,europe-west1,Belgium,//run.googleapis.com/projects/acme-data-prod/locations/europe-west1/services/service-0410,service-0410,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""api-gateway""}]",europe-west1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
asia-southeast1-a,106.86,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-11 00:00:00,2026-05-10 00:00:00,585.400,hour,106.86,0.182542,106.86,117.07,0.199983,Standard,USD,0.182542,106.86,0.199983,585.400,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//compute.googleapis.com/projects/acme-payments-prod/zones/asia-southeast1-a/instances/instance-0403,instance-0403,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""event-bus""}]",asia-southeast1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,34.49,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-11 00:00:00,2026-05-10 00:00:00,84.950,tebibyte,34.49,0.406004,34.49,38.74,0.456033,Standard,USD,0.406004,34.49,0.456033,84.950,tebibyte,Google Cloud,Google Cloud,asia-southeast1,Singapore,//bigquery.googleapis.com/projects/acme-sandbox/locations/asia-southeast1/datasets/dataset-0368,dataset-0368,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""risk-engine""}]",asia-southeast1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,142.86,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud Run Cloud Run CPU Allocation Time,2026-05-11 00:00:00,2026-05-10 00:00:00,440.400,second,142.86,0.324387,142.86,172.21,0.391031,Standard,USD,0.324387,142.86,0.391031,440.400,second,Google Cloud,Google Cloud,asia-southeast1,Singapore,//run.googleapis.com/projects/acme-data-prod/locations/asia-southeast1/services/service-0269,service-0269,Cloud Run,A1C3-9B27-4D65,A1C3-9B27-4D65-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""event-bus""}]",asia-southeast1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",152E-C115-5142,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-11 00:00:00,2026-05-10 00:00:00,16.320,hour,23.32,1.428922,23.32,37.62,2.305147,Committed,USD,1.428922,23.32,2.305147,16.320,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-sandbox/zones/us-central1-a/instances/instance-0908,instance-0908,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-sandbox,Acme Development Sandbox,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-14.3}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""ledger""}]",us-central1,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,22.87,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-11 00:00:00,2026-05-10 00:00:00,94580.660,hour,22.87,0.000242,22.87,0.00,0.000000,Standard,USD,0.000242,22.87,0.000000,94580.660,hour,Google Cloud,"Confluent, Inc.",europe-west4,Netherlands,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-data-prod/locations/europe-west4/clusters/cluster-0510,cluster-0510,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",europe-west4,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west4-a,92.90,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-12 00:00:00,2026-05-11 00:00:00,70.790,hour,92.90,1.312332,92.90,107.54,1.519141,Standard,USD,1.312332,92.90,1.519141,70.790,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//compute.googleapis.com/projects/acme-sandbox/zones/europe-west4-a/instances/instance-0202,instance-0202,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""payments""},{""Key"":""system"",""Value"":""ledger""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,11.54,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,BigQuery Analysis,2026-05-12 00:00:00,2026-05-11 00:00:00,190.550,tebibyte,11.54,0.060562,11.54,12.72,0.066754,Standard,USD,0.060562,11.54,0.066754,190.550,tebibyte,Google Cloud,Google Cloud,us-east4,Northern Virginia,//bigquery.googleapis.com/projects/acme-platform-prod/locations/us-east4/datasets/dataset-0475,dataset-0475,BigQuery,D5B1-8E44-70A9,D5B1-8E44-70A9-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",us-east4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",24E6-581D-38E5,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""production"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
asia-southeast1-a,27.14,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-12 00:00:00,2026-05-11 00:00:00,71.590,hour,27.14,0.379103,27.14,36.49,0.509708,Standard,USD,0.379103,27.14,0.509708,71.590,hour,Google Cloud,Google Cloud,asia-southeast1,Singapore,//compute.googleapis.com/projects/acme-payments-prod/zones/asia-southeast1-a/instances/instance-0235,instance-0235,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,[],asia-southeast1,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]",[]
,32.92,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Cloud SQL Cloud SQL for PostgreSQL: vCPU,2026-05-12 00:00:00,2026-05-11 00:00:00,140.420,hour,32.92,0.234440,32.92,44.62,0.317761,Standard,USD,0.234440,32.92,0.317761,140.420,hour,Google Cloud,Google Cloud,us-east4,Northern Virginia,//cloudsql.googleapis.com/projects/acme-payments-prod/locations/us-east4/instances/instance-0328,instance-0328,Cloud SQL,4B6D-7C15-9E22,4B6D-7C15-9E22-price,acme-payments-prod,Acme Payments Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""api-gateway""}]",us-east4,"{""Id"":""acme-payments-prod"",""Name"":""Acme Payments Production"",""Number"":""123456789001""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",9662-B51E-5089,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,11.82,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-12 00:00:00,2026-05-11 00:00:00,156.380,hour,11.82,0.075585,11.82,14.39,0.092019,Standard,USD,0.075585,11.82,0.092019,156.380,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-data-prod/zones/us-central1-a/instances/instance-0265,instance-0265,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,23.75,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Google Kubernetes Engine Autopilot Pod vCPU,2026-05-12 00:00:00,2026-05-11 00:00:00,49.550,hour,23.75,0.479314,23.75,29.19,0.589102,Standard,USD,0.479314,23.75,0.589102,49.550,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//container.googleapis.com/projects/acme-platform-prod/locations/europe-west4/clusters/cluster-0404,cluster-0404,Google Kubernetes Engine,7F3A-2C68-B04D,7F3A-2C68-B04D-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",CCD8-9BF1-090E,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""sandbox"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
us-central1-a,0.00,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine usage covered by Committed use discount: N2 vCPU (3 year),2026-05-12 00:00:00,2026-05-11 00:00:00,23.450,hour,29.74,1.268230,29.74,47.97,2.045629,Committed,USD,1.268230,29.74,2.045629,23.450,hour,Google Cloud,Google Cloud,us-central1,Iowa,//compute.googleapis.com/projects/acme-data-prod/zones/us-central1-a/instances/instance-0915,instance-0915,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-data-prod,Acme Data Analytics,,regular,"[{""Id"":""cud-compute-n2-3yr-us-central1"",""FullName"":""Committed use discount: N2 vCPU (3 year)"",""Type"":""COMMITTED_USAGE_DISCOUNT"",""Name"":""Committed use discount: N2 vCPU (3 year)"",""Amount"":-18.23}]",1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""security""},{""Key"":""system"",""Value"":""risk-engine""}]",us-central1,"{""Id"":""acme-data-prod"",""Name"":""Acme Data Analytics"",""Number"":""123456789002""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
,21.47,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,"Confluent, Inc. — Confluent Cloud eCKU",2026-05-12 00:00:00,2026-05-11 00:00:00,705465.060,hour,21.47,0.000030,21.47,0.00,0.000000,Standard,USD,0.000030,21.47,0.000000,705465.060,hour,Google Cloud,"Confluent, Inc.",asia-southeast1,Singapore,//cloudcommerceconsumerprocurement.googleapis.com/projects/acme-platform-prod/locations/asia-southeast1/clusters/cluster-0529,cluster-0529,Confluent Cloud,B8D2-1F35-6C07,B8D2-1F35-6C07-price,acme-platform-prod,Acme Platform Production,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""data-eng""},{""Key"":""system"",""Value"":""ledger""}]",asia-southeast1,"{""Id"":""acme-platform-prod"",""Name"":""Acme Platform Production"",""Number"":""123456789000""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",C0AF-0C4B-3A1D,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
europe-west4-a,13.37,01ABCD-234567-89EFGH,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Compute Engine N2 Instance Core running,2026-05-13 00:00:00,2026-05-12 00:00:00,30.150,hour,13.37,0.443449,13.37,18.47,0.612604,Standard,USD,0.443449,13.37,0.612604,30.150,hour,Google Cloud,Google Cloud,europe-west4,Netherlands,//compute.googleapis.com/projects/acme-sandbox/zones/europe-west4-a/instances/instance-0210,instance-0210,Compute Engine,2E27-4F75-95CD,2E27-4F75-95CD-price,acme-sandbox,Acme Development Sandbox,,regular,[],1.000000,2026-06-02 04:17:33,"[{""Key"":""team"",""Value"":""platform""},{""Key"":""system"",""Value"":""risk-engine""}]",europe-west4,"{""Id"":""acme-sandbox"",""Name"":""Acme Development Sandbox"",""Number"":""123456789003""}","[{""Key"":""cost-center"",""Value"":""cc-2087""},{""Key"":""environment"",""Value"":""production""}]",6F81-5844-456A,,"[{""Key"":""compute.googleapis.com/machine_spec"",""Value"":""n2-standard-4""}]","[{""Key"":""environment"",""Value"":""staging"",""x_Inherited"":false,""x_Namespace"":""123456789012/environment""}]"
