BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_Discounts,x_Operation,x_ServiceCode
139.63,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Simple Storage Service TimedStorage-ByteHrs,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,335.820,GB-Mo,139.63,0.415788,139.63,4419826371,Amazon Web Services EMEA SARL,160.50,0.477935,Standard,335.820,GB-Mo,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:aws:s3:us-west-2:333333333333:bucket/bucket-0281,bucket-0281,bucket,Storage,Amazon Simple Storage Service,Object Storage,WMYPY7NCFQZK5D8H,TimedStorage-ByteHrs,WMYPY7NCFQZK5D8H.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""staging""}","{""Enterprise Discount Program"":20.87}",PutObject,AmazonS3
77.76,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Simple Storage Service TimedStorage-ByteHrs,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,224.540,GB-Mo,77.76,0.346308,77.76,4419826371,Amazon Web Services EMEA SARL,100.90,0.449363,Standard,224.540,GB-Mo,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:s3:eu-central-1:222222222222:bucket/bucket-0156,bucket-0156,bucket,Storage,Amazon Simple Storage Service,Object Storage,WMYPY7NCFQZK5D8H,TimedStorage-ByteHrs,WMYPY7NCFQZK5D8H.JRTCKXETXF,222222222222,Acme Payments Production,Account,{},"{""Enterprise Discount Program"":23.14}",PutObject,AmazonS3
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,13.030,Hrs,16.50,1.266309,16.50,4419826371,Amazon Web Services EMEA SARL,26.61,2.042210,Committed,13.030,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:333333333333:instance/instance-0915,instance-0915,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""ledger"",""environment"":""sandbox""}",{},RunInstances,AmazonEC2
23.57,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-13 00:00:00,2026-05-12 00:00:00,,,,,,,,939.660,tokens,23.57,0.025084,23.57,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,939.660,tokens,AWS,Anthropic,us-west-2,US West (Oregon),arn:aws:aws-marketplace:us-west-2:333333333333:model/model-0543,model-0543,model,AI and Machine Learning,,Generative AI,,,,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""risk-engine"",""environment"":""sandbox""}",{},InvokeModelInference,
68.38,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,12.340,GB,68.38,5.541329,68.38,4419826371,Amazon Web Services EMEA SARL,79.36,6.431118,Standard,12.340,GB,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:logs:eu-central-1:444444444444:log-group/log-group-0236,log-group-0236,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""payments"",""system"":""api-gateway"",""environment"":""production""}","{""Enterprise Discount Program"":10.98}",PutLogEvents,AmazonCloudWatch
104.82,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Relational Database Service InstanceUsage:db.r5.large,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,32.610,Hrs,104.82,3.214351,104.82,4419826371,Amazon Web Services EMEA SARL,125.41,3.845753,Standard,32.610,Hrs,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:rds:ap-southeast-1:333333333333:db/db-0138,db-0138,db,Databases,Amazon Relational Database Service,Relational Databases,V9J2XQ4YRB6PS3TM,InstanceUsage:db.r5.large,V9J2XQ4YRB6PS3TM.JRTCKXETXF,333333333333,Acme Data Analytics,Account,{},"{""Enterprise Discount Program"":20.59}",CreateDBInstance:0002,AmazonRDS
25.62,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud BoxUsage:m5.large,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,18.090,Hrs,25.62,1.416252,25.62,4419826371,Amazon Web Services EMEA SARL,32.96,1.822001,Standard,18.090,Hrs,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:aws:ec2:us-west-2:111111111111:instance/instance-0149,instance-0149,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""data-eng"",""system"":""event-bus"",""environment"":""sandbox""}","{""Enterprise Discount Program"":7.34}",RunInstances,AmazonEC2
112.14,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Simple Storage Service TimedStorage-ByteHrs,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,658.630,GB-Mo,112.14,0.170263,112.14,4419826371,Amazon Web Services EMEA SARL,122.66,0.186235,Standard,658.630,GB-Mo,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:s3:ap-southeast-1:333333333333:bucket/bucket-0424,bucket-0424,bucket,Storage,Amazon Simple Storage Service,Object Storage,WMYPY7NCFQZK5D8H,TimedStorage-ByteHrs,WMYPY7NCFQZK5D8H.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""production""}","{""Enterprise Discount Program"":10.52}",PutObject,AmazonS3
70.11,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,71.200,GB,70.11,0.984691,70.11,4419826371,Amazon Web Services EMEA SARL,91.91,1.290871,Standard,71.200,GB,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:logs:eu-central-1:333333333333:log-group/log-group-0330,log-group-0330,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""event-bus"",""environment"":""sandbox""}","{""Enterprise Discount Program"":21.8}",PutLogEvents,AmazonCloudWatch
133.74,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AWS Lambda Lambda-GB-Second,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,562.420,seconds,133.74,0.237794,133.74,4419826371,Amazon Web Services EMEA SARL,158.29,0.281444,Standard,562.420,seconds,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:lambda:ap-southeast-1:333333333333:function/function-0372,function-0372,function,Compute,AWS Lambda,Serverless Compute,QKR2N6MTXH8VD4FC,Lambda-GB-Second,QKR2N6MTXH8VD4FC.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""data-eng"",""system"":""risk-engine"",""environment"":""staging""}","{""Enterprise Discount Program"":24.55}",Invoke,AWSLambda
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,23.350,Hrs,16.03,0.686510,16.03,4419826371,Amazon Web Services EMEA SARL,25.85,1.107066,Committed,23.350,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:111111111111:instance/instance-0913,instance-0913,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""platform"",""system"":""event-bus"",""environment"":""sandbox""}",{},RunInstances,AmazonEC2
20.16,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-14 00:00:00,2026-05-13 00:00:00,,,,,,,,234877.140,tokens,20.16,0.000086,20.16,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,234877.140,tokens,AWS,Anthropic,ap-southeast-1,Asia Pacific (Singapore),arn:aws:aws-marketplace:ap-southeast-1:111111111111:model/model-0516,model-0516,model,AI and Machine Learning,,Generative AI,,,,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""production""}",{},InvokeModelInference,
47.65,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,142.210,GB,47.65,0.335068,47.65,4419826371,Amazon Web Services EMEA SARL,58.49,0.411293,Standard,142.210,GB,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),arn:aws:logs:ap-southeast-1:111111111111:log-group/log-group-0217,log-group-0217,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""payments"",""system"":""event-bus"",""environment"":""production""}","{""Enterprise Discount Program"":10.84}",PutLogEvents,AmazonCloudWatch
46.99,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,452.050,GB,46.99,0.103949,46.99,4419826371,Amazon Web Services EMEA SARL,57.71,0.127663,Standard,452.050,GB,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:aws:logs:us-west-2:444444444444:log-group/log-group-0452,log-group-0452,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,444444444444,Acme Development Sandbox,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""sandbox""}","{""Enterprise Discount Program"":10.72}",PutLogEvents,AmazonCloudWatch
156.25,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AmazonCloudWatch DataProcessing-Bytes,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,27.100,GB,156.25,5.765683,156.25,4419826371,Amazon Web Services EMEA SARL,180.79,6.671218,Standard,27.100,GB,AWS,"Amazon Web Services, Inc.",eu-central-1,Europe (Frankfurt),arn:aws:logs:eu-central-1:333333333333:log-group/log-group-0283,log-group-0283,log-group,Management and Governance,AmazonCloudWatch,Observability,B3TDFXKP9WNC7SLM,DataProcessing-Bytes,B3TDFXKP9WNC7SLM.JRTCKXETXF,333333333333,Acme Data Analytics,Account,"{""team"":""platform"",""system"":""risk-engine"",""environment"":""sandbox""}","{""Enterprise Discount Program"":24.54}",PutLogEvents,AmazonCloudWatch
99.72,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon DynamoDB WriteRequestUnits,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,521.350,WriteRequestUnits,99.72,0.191273,99.72,4419826371,Amazon Web Services EMEA SARL,115.84,0.222192,Standard,521.350,WriteRequestUnits,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:dynamodb:us-east-1:222222222222:table/table-0445,table-0445,table,Databases,Amazon DynamoDB,NoSQL Databases,F5NQ8ZJVCT2XR6WD,WriteRequestUnits,F5NQ8ZJVCT2XR6WD.JRTCKXETXF,222222222222,Acme Payments Production,Account,{},"{""Enterprise Discount Program"":16.12}",PutItem,AmazonDynamoDB
57.32,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon DynamoDB WriteRequestUnits,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,100.090,WriteRequestUnits,57.32,0.572685,57.32,4419826371,Amazon Web Services EMEA SARL,64.11,0.640524,Standard,100.090,WriteRequestUnits,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:dynamodb:us-east-1:111111111111:table/table-0350,table-0350,table,Databases,Amazon DynamoDB,NoSQL Databases,F5NQ8ZJVCT2XR6WD,WriteRequestUnits,F5NQ8ZJVCT2XR6WD.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""staging""}","{""Enterprise Discount Program"":6.79}",PutItem,AmazonDynamoDB
154.72,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,AWS Lambda Lambda-GB-Second,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,238.530,seconds,154.72,0.648640,154.72,4419826371,Amazon Web Services EMEA SARL,175.63,0.736302,Standard,238.530,seconds,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:lambda:us-east-1:111111111111:function/function-0398,function-0398,function,Compute,AWS Lambda,Serverless Compute,QKR2N6MTXH8VD4FC,Lambda-GB-Second,QKR2N6MTXH8VD4FC.JRTCKXETXF,111111111111,Acme Platform Production,Account,"{""team"":""security"",""system"":""ledger"",""environment"":""production""}","{""Enterprise Discount Program"":20.91}",Invoke,AWSLambda
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Amazon Elastic Compute Cloud usage covered by compute-sp-3yr-noupfront,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Used,Savings Plan,USD/hour,12.940,Hrs,16.66,1.287481,16.66,4419826371,Amazon Web Services EMEA SARL,26.87,2.076507,Committed,12.940,Hrs,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),arn:aws:ec2:us-east-1:333333333333:instance/instance-0907,instance-0907,instance,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,333333333333,Acme Data Analytics,Account,{},{},RunInstances,AmazonEC2
8.60,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Anthropic — metered usage,Usage-Based,2026-05-15 00:00:00,2026-05-14 00:00:00,,,,,,,,765363.780,tokens,8.60,0.000011,8.60,4419826371,Amazon Web Services EMEA SARL,0.00,0.000000,Standard,765363.780,tokens,AWS,Anthropic,eu-central-1,Europe (Frankfurt),arn:aws:aws-marketplace:eu-central-1:222222222222:model/model-0545,model-0545,model,AI and Machine Learning,,Generative AI,,,,222222222222,Acme Payments Production,Account,"{""team"":""security"",""system"":""event-bus"",""environment"":""staging""}",{},InvokeModelInference,
0.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Usage,,Unused commitment: compute-sp-3yr-noupfront,Recurring,2026-06-01 00:00:00,2026-05-01 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,Unused,Savings Plan,USD/hour,,,0.00,,84.50,4419826371,Amazon Web Services EMEA SARL,0.00,,Committed,,,AWS,"Amazon Web Services, Inc.",,,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,Savings Plan,Compute,Savings Plans for AWS Compute usage,Virtual Machines,,ComputeSP:AllUsage,,111111111111,Acme Platform Production,Account,{},{},,ComputeSavingsPlans
1460.00,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Purchase,,Savings Plan recurring fee — compute-sp-3yr-noupfront,Recurring,2026-06-01 00:00:00,2026-05-01 00:00:00,Spend,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,2.000000,,Savings Plan,USD/hour,,,1460.00,,0.00,4419826371,Amazon Web Services EMEA SARL,0.00,,,,,AWS,"Amazon Web Services, Inc.",,,arn:aws:savingsplans::100000000000:savingsplan/sp-0a1b2c3d4e5f6a7b8,compute-sp-3yr-noupfront,Savings Plan,Compute,Savings Plans for AWS Compute usage,Virtual Machines,,ComputeSP:AllUsage,,111111111111,Acme Platform Production,Account,{},{},,ComputeSavingsPlans
372.15,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Tax,,VAT,Recurring,2026-06-01 00:00:00,2026-05-01 00:00:00,,,,,,,,,,372.15,,372.15,4419826371,Amazon Web Services EMEA SARL,0.00,,,,,AWS,"Amazon Web Services, Inc.",,,,,,Other,Tax,Other,,,,111111111111,Acme Platform Production,Account,{},{},,AWSTax
-215.40,100000000000,Acme Corp Payer,BillingAccount,USD,2026-06-01 00:00:00,2026-05-01 00:00:00,Credit,,Promotional credit,Recurring,2026-06-01 00:00:00,2026-05-01 00:00:00,,,,,,,,,,-215.40,,-215.40,4419826371,Amazon Web Services EMEA SARL,0.00,,,,,AWS,"Amazon Web Services, Inc.",,,,,,Compute,Amazon Elastic Compute Cloud,Virtual Machines,HZC9FAP4F9Y8JW67,BoxUsage:m5.large,HZC9FAP4F9Y8JW67.JRTCKXETXF,111111111111,Acme Platform Production,Account,{},{},,AmazonEC2
