BilledCost,BillingAccountId,BillingAccountName,BillingAccountType,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,CapacityReservationId,CapacityReservationStatus,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceId,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingCurrency,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceDetails,SkuPriceId,SubAccountId,SubAccountName,SubAccountType,Tags,x_AccountName,x_BilledCostInUsd,x_BillingProfileName,x_CostCenter,x_EffectiveCostInUsd,x_InvoiceSectionName,x_PublisherCategory,x_ResourceGroupName,x_SkuMeterCategory,x_SkuMeterName,x_SkuServiceFamily
73.70,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,27.500,Hours,73.70,2.680000,73.70,G019283746,Microsoft,89.89,3.268727,Standard,EUR,27.500,Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0437,virtualmachines-0437,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""sandbox""}",Data Analytics,80.33,Acme Corp Billing Profile,cc-2087,80.33,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
26.22,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Blob Storage Hot LRS Data Stored,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,405.430,GB/Month,26.22,0.064672,26.22,G019283746,Microsoft,31.69,0.078164,Standard,EUR,405.430,GB/Month,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-storageaccounts/providers/microsoft.storage/storageaccounts/storageaccounts-0449,storageaccounts-0449,Microsoft.Storage/storageAccounts,Storage,Azure Blob Storage,Object Storage,DZH318Z0BNZ4,Hot LRS Data Stored,"{""MeterId"":""DZH318Z0BNZ4"",""TierMinimumUnits"":0}",DZH318Z0BNZ4/Hot-LRS-Data-Stored,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,{},Development Sandbox,28.58,Acme Corp Billing Profile,cc-2087,28.58,Engineering,Microsoft,rg-acme-storageaccounts,Azure Blob Storage,Hot LRS Data Stored,Storage
138.78,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,563.770,Hours,138.78,0.246164,138.78,G019283746,Microsoft,180.25,0.319723,Standard,EUR,563.770,Hours,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0218,databases-0218,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""sandbox""}",Payments Production,151.27,Acme Corp Billing Profile,cc-2087,151.27,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
103.91,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,342.570,GB,103.91,0.303325,103.91,G019283746,Microsoft,129.27,0.377354,Standard,EUR,342.570,GB,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0295,workspaces-0295,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""event-bus"",""Environment"":""staging""}",Data Analytics,113.26,Acme Corp Billing Profile,cc-2087,113.26,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
72.56,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,627.740,GB,72.56,0.115589,72.56,G019283746,Microsoft,83.82,0.133527,Standard,EUR,627.740,GB,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0257,workspaces-0257,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""staging""}",Development Sandbox,79.09,Acme Corp Billing Profile,cc-2087,79.09,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,22.920,Hours,27.04,1.179756,27.04,G019283746,Microsoft,43.61,1.902705,Committed,EUR,22.920,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0906,virtualmachines-0906,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""staging""}",Platform Production,0.00,Acme Corp Billing Profile,cc-2087,29.47,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
26.29,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-10 00:00:00,2026-05-09 00:00:00,,,,,,,,827622.540,Hours,26.29,0.000032,26.29,G019283746,Microsoft,0.00,0.000000,Standard,EUR,827622.540,Hours,Microsoft,Datadog,westeurope,West Europe,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0507,monitors-0507,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""security"",""System"":""ledger"",""Environment"":""sandbox""}",Platform Production,28.66,Acme Corp Billing Profile,cc-2087,28.66,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
120.29,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,358.760,Hours,120.29,0.335294,120.29,G019283746,Microsoft,137.44,0.383097,Standard,EUR,358.760,Hours,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0169,databases-0169,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""sandbox""}",Platform Production,131.12,Acme Corp Billing Profile,cc-2087,131.12,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
78.14,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,283.390,GB,78.14,0.275733,78.14,G019283746,Microsoft,93.17,0.328770,Standard,EUR,283.390,GB,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0110,workspaces-0110,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""staging""}",Development Sandbox,85.17,Acme Corp Billing Profile,cc-2087,85.17,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
119.01,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,55.970,GB Seconds,119.01,2.126318,119.01,G019283746,Microsoft,160.46,2.866893,Standard,EUR,55.970,GB Seconds,Microsoft,Microsoft,westeurope,West Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0410,sites-0410,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""api-gateway"",""Environment"":""staging""}",Data Analytics,129.72,Acme Corp Billing Profile,cc-2087,129.72,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
106.86,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,585.400,Hours,106.86,0.182542,106.86,G019283746,Microsoft,117.07,0.199983,Standard,EUR,585.400,Hours,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0403,virtualmachines-0403,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""data-eng"",""System"":""event-bus"",""Environment"":""production""}",Payments Production,116.48,Acme Corp Billing Profile,cc-2087,116.48,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
34.49,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,84.950,GB,34.49,0.406004,34.49,G019283746,Microsoft,38.74,0.456033,Standard,EUR,84.950,GB,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0368,workspaces-0368,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""production""}",Development Sandbox,37.59,Acme Corp Billing Profile,cc-2087,37.59,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
142.86,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Functions Execution Time,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,440.400,GB Seconds,142.86,0.324387,142.86,G019283746,Microsoft,172.21,0.391031,Standard,EUR,440.400,GB Seconds,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-sites/providers/microsoft.web/sites/sites-0269,sites-0269,Microsoft.Web/sites,Compute,Azure Functions,Serverless Compute,DZH318Z0BQ6R,Execution Time,"{""MeterId"":""DZH318Z0BQ6R"",""TierMinimumUnits"":0}",DZH318Z0BQ6R/Execution-Time,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""security"",""System"":""event-bus"",""Environment"":""production""}",Data Analytics,155.72,Acme Corp Billing Profile,cc-2087,155.72,Engineering,Microsoft,rg-acme-sites,Azure Functions,Execution Time,Compute
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,16.320,Hours,23.32,1.428922,23.32,G019283746,Microsoft,37.62,2.305147,Committed,EUR,16.320,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0908,virtualmachines-0908,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""payments"",""System"":""ledger"",""Environment"":""sandbox""}",Development Sandbox,0.00,Acme Corp Billing Profile,cc-2087,25.42,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
22.87,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Datadog — Pro Host Hours,Usage-Based,2026-05-11 00:00:00,2026-05-10 00:00:00,,,,,,,,94580.660,Hours,22.87,0.000242,22.87,G019283746,Microsoft,0.00,0.000000,Standard,EUR,94580.660,Hours,Microsoft,Datadog,northeurope,North Europe,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-monitors/providers/datadog.monitor/monitors/monitors-0510,monitors-0510,Datadog.Monitor/monitors,Management and Governance,Datadog Pro,Observability,DZH318Z0C1WY,Pro Host Hours,"{""MeterId"":""DZH318Z0C1WY"",""TierMinimumUnits"":0}",DZH318Z0C1WY/Pro-Host-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""data-eng"",""System"":""ledger"",""Environment"":""sandbox""}",Data Analytics,24.93,Acme Corp Billing Profile,cc-2087,24.93,Engineering,Marketplace,rg-acme-monitors,Datadog Pro,Pro Host Hours,Management and Governance
92.90,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,70.790,Hours,92.90,1.312332,92.90,G019283746,Microsoft,107.54,1.519141,Standard,EUR,70.790,Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0202,virtualmachines-0202,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0004-4a5b-9c3d-8e2f10a4b6c4,Development Sandbox,Subscription,"{""Team"":""payments"",""System"":""ledger"",""Environment"":""staging""}",Development Sandbox,101.26,Acme Corp Billing Profile,cc-2087,101.26,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
11.54,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Monitor Data Ingestion,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,190.550,GB,11.54,0.060562,11.54,G019283746,Microsoft,12.72,0.066754,Standard,EUR,190.550,GB,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-workspaces/providers/microsoft.operationalinsights/workspaces/workspaces-0475,workspaces-0475,Microsoft.OperationalInsights/workspaces,Management and Governance,Azure Monitor,Observability,DZH318Z0BS3Q,Data Ingestion,"{""MeterId"":""DZH318Z0BS3Q"",""TierMinimumUnits"":0}",DZH318Z0BS3Q/Data-Ingestion,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""production""}",Platform Production,12.58,Acme Corp Billing Profile,cc-2087,12.58,Engineering,Microsoft,rg-acme-workspaces,Azure Monitor,Data Ingestion,Management and Governance
27.14,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,71.590,Hours,27.14,0.379103,27.14,G019283746,Microsoft,36.49,0.509708,Standard,EUR,71.590,Hours,Microsoft,Microsoft,southeastasia,Southeast Asia,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0235,virtualmachines-0235,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,{},Payments Production,29.58,Acme Corp Billing Profile,cc-2087,29.58,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
32.92,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure SQL Database vCore General Purpose,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,140.420,Hours,32.92,0.234440,32.92,G019283746,Microsoft,44.62,0.317761,Standard,EUR,140.420,Hours,Microsoft,Microsoft,westus2,West US 2,/subscriptions/3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2/resourcegroups/rg-acme-databases/providers/microsoft.sql/databases/databases-0328,databases-0328,Microsoft.Sql/servers/databases,Databases,Azure SQL Database,Relational Databases,DZH318Z0BPZ2,vCore General Purpose,"{""MeterId"":""DZH318Z0BPZ2"",""TierMinimumUnits"":0}",DZH318Z0BPZ2/vCore-General-Purpose,3f1e7c20-0002-4a5b-9c3d-8e2f10a4b6c2,Payments Production,Subscription,"{""Team"":""security"",""System"":""api-gateway"",""Environment"":""sandbox""}",Payments Production,35.88,Acme Corp Billing Profile,cc-2087,35.88,Engineering,Microsoft,rg-acme-databases,Azure SQL Database,vCore General Purpose,Databases
11.82,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines D4s v5 Compute Hours,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,156.380,Hours,11.82,0.075585,11.82,G019283746,Microsoft,14.39,0.092019,Standard,EUR,156.380,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0265,virtualmachines-0265,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""platform"",""System"":""risk-engine"",""Environment"":""staging""}",Data Analytics,12.88,Acme Corp Billing Profile,cc-2087,12.88,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
23.75,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Azure Cosmos DB RU/s Provisioned Throughput,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,,,,,,,,49.550,100 RU/s Hours,23.75,0.479314,23.75,G019283746,Microsoft,29.19,0.589102,Standard,EUR,49.550,100 RU/s Hours,Microsoft,Microsoft,northeurope,North Europe,/subscriptions/3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1/resourcegroups/rg-acme-databaseaccounts/providers/microsoft.documentdb/databaseaccounts/databaseaccounts-0404,databaseaccounts-0404,Microsoft.DocumentDB/databaseAccounts,Databases,Azure Cosmos DB,NoSQL Databases,DZH318Z0BPZ7,RU/s Provisioned Throughput,"{""MeterId"":""DZH318Z0BPZ7"",""TierMinimumUnits"":0}",DZH318Z0BPZ7/RU/s-Provisioned-Throughput,3f1e7c20-0001-4a5b-9c3d-8e2f10a4b6c1,Platform Production,Subscription,"{""Team"":""data-eng"",""System"":""risk-engine"",""Environment"":""sandbox""}",Platform Production,25.89,Acme Corp Billing Profile,cc-2087,25.89,Engineering,Microsoft,rg-acme-databaseaccounts,Azure Cosmos DB,RU/s Provisioned Throughput,Databases
0.00,8611537,Acme Corp MCA,BillingAccount,EUR,2026-06-01 00:00:00,2026-05-01 00:00:00,,,Usage,,Virtual Machines usage covered by ri-d4sv5-westeurope-3yr,Usage-Based,2026-05-12 00:00:00,2026-05-11 00:00:00,Usage,/providers/Microsoft.Capacity/reservationOrders/9d4a6c31-77b2-4f0e-9c1a-6b8e2d5f3a10/reservations/4c7f1b8e-2a93-4d6c-8e05-1f7b9a3c6d24,ri-d4sv5-westeurope-3yr,4.000000,Used,Reservation,Hours,23.450,Hours,29.74,1.268230,29.74,G019283746,Microsoft,47.97,2.045629,Committed,EUR,23.450,Hours,Microsoft,Microsoft,eastus,East US,/subscriptions/3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3/resourcegroups/rg-acme-virtualmachines/providers/microsoft.compute/virtualmachines/virtualmachines-0915,virtualmachines-0915,Microsoft.Compute/virtualMachines,Compute,Virtual Machines,Virtual Machines,DZH318Z0BQ4P,D4s v5 Compute Hours,"{""MeterId"":""DZH318Z0BQ4P"",""TierMinimumUnits"":0}",DZH318Z0BQ4P/D4s-v5-Compute-Hours,3f1e7c20-0003-4a5b-9c3d-8e2f10a4b6c3,Data Analytics,Subscription,"{""Team"":""security"",""System"":""risk-engine"",""Environment"":""staging""}",Data Analytics,0.00,Acme Corp Billing Profile,cc-2087,32.42,Engineering,Microsoft,rg-acme-virtualmachines,Virtual Machines,D4s v5 Compute Hours,Compute
